کد نماد	گروه	گروه های صنعت	تابلو	نماد	نام لاتین	نماد	نام
IRR1TFKR0101	N2	فلزات اساسي	فهرست اوليه	TFKX1	Kerman Ferr.-R	فرومح	ح . توليدفروموليبدن‌كرمان‌
IRO1LSAH0001	N2	فلزات اساسي	فهرست اوليه	LSAH1	Ahwaz Pipe Mill	فساز	لوله‌سازي‌اهواز
IRO1FSAZ0001	N2	فلزات اساسي	فهرست اوليه	FSAZ1	GhaltakSaznSepahan	فسازان	غلتك سازان سپاهان
IRR1FSAZ0101	N2	فلزات اساسي	فهرست اوليه	FSAX1	GhaltakSaSepahan-R	فسازانح	ح . غلتك سازان سپاهان
IRO1FSBZ0001	N2	فلزات اساسي	فهرست اوليه	FSBZ1	Sabzevar Steel	فسبزوار	پارس فولاد سبزوار
IRO1SEPA0001	N2	فلزات اساسي	فهرست اوليه	SEPA1	Sepahan Group	فسپا	گروه‌صنعتي‌سپاهان‌
IRR1SEPA0101	N2	فلزات اساسي	فهرست اوليه	SEPX1	Sepahan Group-R	فسپاح	ح . گروه‌صنعتي‌سپاهان‌
IRO1LSDD0001	N2	فلزات اساسي	فهرست اوليه	LSDD1	Sadid Pipe	فسديد	لوله و تجهيزات سديد
IRR1LSDD0101	N2	فلزات اساسي	فهرست اوليه	LSDX1	Sadid Group-R	فسديدح	ح . لوله و تجهيزات سديد
IRO1SORB0001	N2	فلزات اساسي	فهرست اوليه	SORB1	N. I. L. Z.	فسرب	ملي‌ سرب‌وروي‌ ايران‌
IRR1SORB0101	N2	فلزات اساسي	فهرست اوليه	SORX1	N. I. L. Z.-R	فسربح	ح . ملي‌ سرب‌وروي‌ ايران‌
IRO1SOLI0001	N2	ساخت محصولات فلزي	فهرست اوليه	SOLI1	Soliran.	فسلير	سوليران‌
IRR1SOLI0101	N2	ساخت محصولات فلزي	فهرست اوليه	SOLX1	Soliran.-R	فسليرح	ح . سوليران‌
IRO1LAMI0001	N2	ساخت محصولات فلزي	فهرست اوليه	LAMI1	Lamiran	فلامي	لاميران‌
IRR1LAMI0101	N2	ساخت محصولات فلزي	فهرست اوليه	LAMX1	Lamiran-R	فلاميح	ح . لاميران‌
IRO1LMIR0001	N2	فلزات اساسي	فهرست اوليه	LMIR1	Iran M. & P. M.	فلوله	لوله‌وماشين‌سازي‌ايران‌
IRR1LMIR0101	N2	فلزات اساسي	فهرست اوليه	LMIX1	Iran M. & P. M.-R	فلولهح	ح . لوله‌وماشين‌سازي‌ايران‌
IRO1PMET0001	N2	فلزات اساسي	فهرست اوليه	PMET1	Parsmetal	فمتال	پارس‌ متال‌
IRR1PMET0101	N2	فلزات اساسي	فهرست اوليه	PMEX1	Parsmetal-R	فمتالح	ح . پارس‌ متال‌
IRO1ALMR0001	N2	فلزات اساسي	فهرست اوليه	ALMR1	Alomrad	فمراد	آلومراد
IRR1ALMR0101	N2	فلزات اساسي	فهرست اوليه	ALMX1	Alomrad-R	فمرادح	ح . آلومراد
IRO1MSMI0001	N1	فلزات اساسي	تابلو اصلي	MSMI1	S*I. N. C. Ind.	فملي	ملي‌ صنايع‌ مس‌ ايران‌
IRR1MSMI0101	N1	فلزات اساسي	تابلو اصلي	MSMX1	I. N. C. Ind.-R	فمليح	ح . ملي‌ صنايع‌ مس‌ ايران‌
IRO1ENAZ0001	N2	ساخت محصولات فلزي	فهرست اوليه	ENAZ1	Azarab Energy	فنرژي	گسترش‌صنايع‌انرژي‌آذرآب‌
IRR1ENAZ0101	N2	ساخت محصولات فلزي	فهرست اوليه	ENAX1	Azarab Energy-R	فنرژيح	ح . گسترش‌صنايع‌انرژي‌آذرآب‌
IRO1NALM0001	N1	فلزات اساسي	تابلو فرعي	NALM1	Aluminum R.	فنوال	نورد آلومينيوم‌
IRR1NALM0101	N1	فلزات اساسي	تابلو فرعي	NALX1	Aluminum R.-R	فنوالح	ح . نورد آلومينيوم‌
IRO1NGFO0001	N2	فلزات اساسي	فهرست اوليه	NGFO1	R. Mill Prod.	فنورد	نوردوقطعات‌ فولادي‌
IRR1NGFO0101	N2	فلزات اساسي	فهرست اوليه	NGFX1	R. Mill Prod.-R	فنوردح	ح . نوردوقطعات‌ فولادي‌
IRO1FVAN0001	N2	فلزات اساسي	فهرست اوليه	FVAN1	Kaavian Steel	فوكا	فولادكاويان‌
IRR1FVAN0101	N2	فلزات اساسي	فهرست اوليه	FVAX1	Kaavian Steel-R	فوكاح	ح . فولادكاويان‌
IRO1FOLD0001	N1	فلزات اساسي	تابلو اصلي	FOLD1	S*Mobarakeh Steel	فولاد	فولاد مباركه اصفهان
IRR1FOLD0101	N1	فلزات اساسي	تابلو اصلي	FOLX1	Mobarakeh Steel-R	فولادح	ح . فولاد مباركه اصفهان
IRO1FAIR0001	N1	فلزات اساسي	تابلو فرعي	FAIR1	Iran Fold	فولاژ	فولاد آلياژي ايران
IRR1FAIR0101	N1	فلزات اساسي	تابلو فرعي	FAIX1	Iran Fold-R	فولاژح	ح.فولاد آلياژي ايران
IRO1GPRS0001	N2	قند و شكر	فهرست اوليه	GPRS1	Pars Sugar	قپارس	قندپارس‌
IRR1GPRS0101	N2	قند و شكر	فهرست اوليه	GPRX1	Pars Sugar-R	قپارسح	ح . قندپارس‌
IRO1GPSH0001	N2	قند و شكر	فهرست اوليه	GPSH1	Piranshahr S.	قپيرا	فرآورده‌هاي‌غدايي‌وقندپيرانشهر
IRR1GPSH0101	N2	قند و شكر	فهرست اوليه	GPSX1	Piranshahr S.-R	قپيراح	ح . قندپيرانشهر
IRO1GSBE0001	N2	قند و شكر	فهرست اوليه	GSBE1	S*Sabet Khorasan	قثابت	قند ثابت‌ خراسان‌
IRR1GSBE0101	N2	قند و شكر	فهرست اوليه	GSBX1	Sabet Khorasan-R	قثابتح	ح . قند ثابت‌ خراسان‌
IRO1GTOR0001	N2	قند و شكر	فهرست اوليه	GTOR1	Torbate Jaam S.	قجام	فرآوردههاي غذايي وقندتربت‌جام‌
IRR1GTOR0101	N2	قند و شكر	فهرست اوليه	GTOX1	Torbate Jaam S.-R	قجامح	ح .غذايي و قنتربت‌جام‌
IRO1GARN0001	N1	محصولات شيميايي	تابلو فرعي	GARN1	Padide Shimi Gharn	قرن	پديده شيمي قرن
IRR1GARN0101	N1	محصولات شيميايي	تابلو فرعي	GARX1	PadideShimiGharn-R	قرنح	ح . پديده شيمي قرن
IRO1GGAZ0001	N2	قند و شكر	فهرست اوليه	GGAZ1	Ghazvin Sugar	قزوين	كارخانجات‌ قند قزوين‌
IRR1GGAZ0101	N2	قند و شكر	فهرست اوليه	GGAX1	Ghazvin Sugar-R	قزوينح	ح . كارخانجات‌ قند قزوين‌
IRO1GGOH0001	N2	قند و شكر	فهرست اوليه	GGOH1	Ghohestan Sugar	قستان	قند قهستان‌
IRR1GGOH0101	N2	قند و شكر	فهرست اوليه	GGOX1	Ghohestan Sugar-R	قستانح	ح . قند قهستان‌
IRO1GBIS0001	N2	قند و شكر	فهرست اوليه	GBIS1	Bisotun Sugar	قستون	قند بيستون‌
IRR1GBIS0101	N2	قند و شكر	فهرست اوليه	GBIX1	Bisotun Sugar-R	قستونح	ح . قند بيستون‌
IRO1GSHI0001	N2	قند و شكر	فهرست اوليه	GSHI1	Shirin Khorasan	قشرين	قند شيرين‌ خراسان‌
IRR1GSHI0101	N2	قند و شكر	فهرست اوليه	GSHX1	Shirin Khorasan-R	قشرينح	ح . قند شيرين‌ خراسان‌
IRO1SHKR0001	N2	قند و شكر	فهرست اوليه	SHKR1	Shahroud Sugar	قشكر	شكرشاهرود
IRR1SHKR0101	N2	قند و شكر	فهرست اوليه	SHKX1	Shahroud Sugar-R	قشكرح	ح . ‌ شكرشاهرود
IRO1GHND0001	N2	قند و شكر	فهرست اوليه	GHND1	Khoy Sugar Co.	قشهد	شهد
IRR1GHND0101	N2	قند و شكر	فهرست اوليه	GHNX1	Khoy Sugar Co.-R	قشهدح	ح . شهد
IRO1GBJN0001	N2	قند و شكر	فهرست اوليه	GBJN1	S.Q.B. Sugar	قشير	قندشيروان‌ ،قوچان‌ وبجنورد
IRR1GBJN0101	N2	قند و شكر	فهرست اوليه	GBJX1	S.Q.B. Sugar-R	قشيرح	ح . قندشيروان‌ ،قوچان‌ وبجنورد
IRO1GESF0001	N2	قند و شكر	فهرست اوليه	GESF1	Isfahan Sugar	قصفها	قنداصفهان‌
IRR1GESF0101	N2	قند و شكر	فهرست اوليه	GESX1	Isfahan Sugar-R	قصفهاح	ح . قنداصفهان‌
IRO1GLOR0001	N2	قند و شكر	فهرست اوليه	GLOR1	Lorestan Sugar	قلرست	قند لرستان‌
IRR1GLOR0101	N2	قند و شكر	فهرست اوليه	GLOX1	Lorestan Sugar-R	قلرستح	ح . قند لرستان‌
IRO1GMRO0001	N2	قند و شكر	فهرست اوليه	GMRO1	Marvdasht Sugar	قمرو	قند مرودشت‌
IRR1GMRO0101	N2	قند و شكر	فهرست اوليه	GMRX1	Marvdasht Sugar-R	قمروح	ح . قند مرودشت‌
IRO1GNJN0001	N2	قند و شكر	فهرست اوليه	GNJN1	Naghsh Jahan S.	قنقش	قندنقش‌جهان‌
IRR1GNJN0101	N2	قند و شكر	فهرست اوليه	GNJX1	Naghsh Jahan S.-R	قنقشح	ح . قندنقش‌جهان‌
IRO1GNBO0001	N2	قند و شكر	فهرست اوليه	GNBO1	Neyshabour S.	قنيشا	قند نيشابور
IRR1GNBO0101	N2	قند و شكر	فهرست اوليه	GNBX1	Neyshabour S.-R	قنيشاح	ح . قند نيشابور
IRO1GHEG0001	N2	قند و شكر	فهرست اوليه	GHEG1	Hegmatan Sugar	قهكمت	قندهكمتان‌
IRR1GHEG0101	N2	قند و شكر	فهرست اوليه	GHEX1	Hegmatan Sugar-R	قهكمتح	ح . قندهكمتان‌
IRO1ABGN0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	ABGN1	Abgineh	كابگن	آبگينه‌
IRR1ABGN0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	ABGX1	Abgineh-R	كابگنح	ح . آبگينه‌
IRO1NSAZ0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	NSAZ1	Azar Refract.	كاذر	فرآورده‌هاي‌نسوزآذر
IRR1NSAZ0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	NSAX1	Azar Refract.-R	كاذرح	ح . فرآورده‌هاي‌نسوزآذر
IRO1KESF0001	N2	كاشي و سراميك	فهرست اوليه	KESF1	Isfahan Tile	كاصفا	كاشي‌ اصفهان‌
IRR1KESF0101	N2	كاشي و سراميك	فهرست اوليه	KESX1	Isfahan Tile-R	كاصفاح	ح . كاشي‌ اصفهان‌
IRO1KALA0001	N1	فعاليتهاي كمكي به نهادهاي مالي واسط	تابلو اصلي	KALA1	Commodity Exch.	كالا	بورس كالاي ايران
IRO1BAMA0001	N1	استخراج کانه هاي فلزي	تابلو اصلي	BAMA1	Bama	كاما	باما
IRR1BAMA0101	N1	استخراج کانه هاي فلزي	تابلو اصلي	BAMX1	Bama-R	كاماح	ح . باما
IRO1KVEH0001	N2	فلزات اساسي	فهرست اوليه	KVEH1	Kaveh Company	كاوه	فولاد كاوه جنوب كيش
IRR1KVEH0101	N2	فلزات اساسي	فهرست اوليه	KVEX1	Kaveh Company-R	كاوهح	ح .فولاد كاوه جنوب كيش
IRO1ITAL0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	ITAL1	Italran	كايتا	ايتالران‌
IRR1ITAL0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	ITAX1	Italran-R	كايتاح	ح . ايتالران‌
IRO1IRGC0001	N2	سيمان، آهك و گچ	فهرست اوليه	IRGC1	Iran Chalk	كايگچ	ايران‌ گچ‌
IRR1IRGC0101	N2	سيمان، آهك و گچ	فهرست اوليه	IRGX1	Iran Chalk-R	كايگچح	ح . ايران‌ گچ‌
IRO1BAFG0001	N2	استخراج کانه هاي فلزي	فهرست اوليه	BAFG1	Bafgh Mining	كبافق	معادن‌ بافق‌
IRR1BAFG0101	N2	استخراج کانه هاي فلزي	فهرست اوليه	BAFX1	Bafgh Mining-R	كبافقح	ح . معادن‌ بافق‌
IRO1KBRS0001	N1	فعاليتهاي كمكي به نهادهاي مالي واسط	تابلو اصلي	KBRS1	TSE Brokers	كبورس	كارگزاران بورس اوراق بهادار
IRO1KPRS0001	N2	كاشي و سراميك	فهرست اوليه	KPRS1	Pars Tile	كپارس	كاشي‌ پارس‌
IRR1KPRS0101	N2	كاشي و سراميك	فهرست اوليه	KPRX1	Pars Tile-R	كپارسح	ح . كاشي‌ پارس‌
IRO1PSIR0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	PSIR1	Iran Glass Wool	كپشير	پشم‌شيشه‌ايران‌
IRR1PSIR0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	PSIX1	Iran Glass Wool-R	كپشيرح	ح . پشم‌شيشه‌ايران‌
IRO1TKSM0001	N2	كاشي و سراميك	فهرست اوليه	TKSM1	Takceram	كترام	توليدي‌ كاشي‌ تكسرام‌
IRR1TKSM0101	N2	كاشي و سراميك	فهرست اوليه	TKSX1	Takceram-R	كترامح	ح . توليدي‌ كاشي‌ تكسرام‌
IRO1CHML0001	N1	استخراج کانه هاي فلزي	تابلو اصلي	CHML1	Chadormalu	كچاد	معدني‌وصنعتي‌چادرملو
IRR1CHML0101	N1	استخراج کانه هاي فلزي	تابلو اصلي	CHMX1	Chadormalu-R	كچادح	ح . معدني‌وصنعتي‌چادرملو
IRO1CHIR0001	N1	كاشي و سراميك	تابلو فرعي	CHIR1	Irana Tile	كچيني	چيني‌ ايران
IRR1CHIR0101	N1	كاشي و سراميك	تابلو فرعي	CHIX1	Irana Tile-R	كچينيح	ح . چيني‌ ايران
IRO1KHFZ0001	N2	كاشي و سراميك	فهرست اوليه	KHFZ1	Hafez Tile	كحافظ	كاشي‌ وسراميك‌ حافظ‌
IRR1KHFZ0101	N2	كاشي و سراميك	فهرست اوليه	KHFX1	Hafez Tile-R	كحافظح	ح . كاشي‌ وسراميك‌ حافظ‌
IRO1KCHI0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	KCHI1	Iran China Clay	كخاك	صنايع‌خاك‌چيني‌ايران‌
IRO1DMVN0001	N2	استخراج کانه هاي فلزي	فهرست اوليه	DMVN1	Damavand Min.	كدما	معدني‌ دماوند
IRR1DMVN0101	N2	استخراج کانه هاي فلزي	فهرست اوليه	DMVX1	Damavand Min.-R	كدماح	ح . معدني‌ دماوند
IRO1TSRZ0001	N1	ساير محصولات كاني غيرفلزي	تابلو اصلي	TSRZ1	Razi P. Glasses	كرازي	كارخانجات‌توليدي‌شيشه‌رازي‌
IRR1TSRZ0101	N1	ساير محصولات كاني غيرفلزي	تابلو اصلي	TSRX1	Razi P. Glasses-R	كرازيح	ح . ‌توليدي‌شيشه‌رازي‌
IRO1PKER0001	N1	محصولات شيميايي	تابلو اصلي	PKER1	Kermanshah Petr	كرماشا	صنايع پتروشيمي كرمانشاه
IRR1PKER0101	N1	محصولات شيميايي	تابلو اصلي	PKEX1	Kermanshah Petr-R	كرماشاح	ح. صنايع پتروشيمي كرمانشاه
IRO1ROOI0001	N1	استخراج کانه هاي فلزي	تابلو اصلي	ROOI1	Iran Zinc Mines	كروي	توسعه‌ معادن‌ روي‌ ايران‌
IRR1ROOI0101	N1	استخراج کانه هاي فلزي	تابلو اصلي	ROOX1	Iran Zinc Mines-R	كرويح	ح . توسعه‌ معادن‌ روي‌ ايران‌
IRO1SISH0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	SISH1	Saipa Glass	كساپا	سايپاشيشه‌
IRR1SISH0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	SISX1	Saipa Glass-R	كساپاح	ح . سايپاشيشه‌
IRO1SINA0001	N1	كاشي و سراميك	تابلو فرعي	SINA1	Sina Tile	كساوه	صنايع‌ كاشي‌ و سراميك‌ سينا
IRR1SINA0101	N1	كاشي و سراميك	تابلو فرعي	SINX1	Sina Tile-R	كساوهح	ح . صنايع‌ كاشي‌ وسراميك‌ سينا
IRO1ARDK0001	N1	ساير محصولات كاني غيرفلزي	تابلو فرعي	ARDK1	Ardekan Ceramic	كسرا	سراميك‌هاي‌صنعتي‌اردكان‌
IRR1ARDK0101	N1	ساير محصولات كاني غيرفلزي	تابلو فرعي	ARDX1	Ardekan Ceramic-R	كسراح	ح . سراميك‌هاي‌صنعتي‌اردكان‌
IRO1PSER0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	PSER1	Pars Ceram	كسرام	پارس‌ سرام‌
IRR1PSER0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	PSEX1	Pars Ceram-R	كسرامح	ح . پارس‌ سرام‌
IRO1KSAD0001	N2	كاشي و سراميك	فهرست اوليه	KSAD1	Saadi Tile	كسعدي	كاشي‌ سعدي‌
IRR1KSAD0101	N2	كاشي و سراميك	فهرست اوليه	KSAX1	Saadi Tile-R	كسعديح	ح . كاشي‌ سعدي‌
IRO1TBAS0001	N2	استخراج زغال سنگ	فهرست اوليه	TBAS1	Negin Tabas L.	كطبس	ذغال‌سنگ‌ نگين‌ ط‌بس‌
IRR1TBAS0101	N2	استخراج زغال سنگ	فهرست اوليه	TBAX1	Negin Tabas L.-R	كطبسح	ح . ذغال‌سنگ‌ نگين‌ ط‌بس‌
IRO1NSPS0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	NSPS1	Pars Refract.	كفپارس	فرآورده‌هاي‌ نسوز پارس‌
IRR1NSPS0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	NSPX1	Pars Refract.-R	كفپارسح	ح . فرآورده‌هاي‌ نسوز پارس‌
IRO1NASI0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	NASI1	Iran Refract.	كفرا	فراورده‌ هاي‌ نسوزايران‌
IRR1NASI0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	NASX1	Iran Refract.-R	كفراح	ح . فراورده‌ هاي‌ نسوزايران‌
IRO1SHQZ0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	SHQZ1	Ghazvin Glass	كقزوي	شيشه‌ قزوين‌
IRR1SHQZ0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	SHQX1	Ghazvin Glass-R	كقزويح	ح . شيشه‌ قزوين‌
IRO1SGAZ0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	SGAZ1	Glass and Gas	كگاز	شيشه‌ و گاز
IRO1GOLG0001	N1	استخراج کانه هاي فلزي	تابلو اصلي	GOLG1	Gol-E-Gohar.	كگل	معدني و صنعتي گل گهر
IRR1GOLG0101	N1	استخراج کانه هاي فلزي	تابلو اصلي	GOLX1	Gol-E-Gohar.-R	كگلح	ح . معدني و صنعتي گل گهر
IRO1ALVN0001	N2	كاشي و سراميك	فهرست اوليه	ALVN1	Alvand Tile	كلوند	كاشي‌ الوند
IRR1ALVN0101	N2	كاشي و سراميك	فهرست اوليه	ALVX1	Alvand Tile-R	كلوندح	ح . كاشي‌ الوند
IRO1TAMI0001	N2	استخراج ساير معادن	فهرست اوليه	TAMI1	Sand Foundry	كماسه	تامين‌ ماسه‌ ريخته‌گري‌
IRR1TAMI0101	N2	استخراج ساير معادن	فهرست اوليه	TAMX1	Sand Foundry-R	كماسهح	ح . تامين‌ ماسه‌ ريخته‌گري‌
IRO1MNGZ0001	N2	استخراج کانه هاي فلزي	فهرست اوليه	MNGZ1	Iran Mn. Mines	كمنگنز	معادن‌منگنزايران‌
IRR1MNGZ0101	N2	استخراج کانه هاي فلزي	فهرست اوليه	MNGX1	Iran Mn. Mines-R	كمنگنزح	ح . معادن‌منگنزايران‌
IRO1KNRZ0001	N2	استخراج کانه هاي فلزي	فهرست اوليه	KNRZ1	Saba Noor	كنور	توسعه معدني و صنعتي صبانور
IRR1KNRZ0101	N2	استخراج کانه هاي فلزي	فهرست اوليه	KNRX1	Saba Noor-R	كنورح	ح توسعه معدني و صنعتي صبانور
IRO1NILO0001	N2	كاشي و سراميك	فهرست اوليه	NILO1	Nilou Tile	كنيلو	كاشي‌ نيلو
IRR1NILO0101	N2	كاشي و سراميك	فهرست اوليه	NILX1	Nilou Tile-R	كنيلوح	ح . كاشي‌ نيلو
IRO1BHSM0001	N2	كاشي و سراميك	فهرست اوليه	BHSM1	Behceram	كهرام	توليدي‌گرانيت‌بهسرام‌
IRR1BHSM0101	N2	كاشي و سراميك	فهرست اوليه	BHSX1	Behceram-R	كهرامح	ح . توليدي‌گرانيت‌بهسرام‌
IRO1SHMD0001	N1	ساير محصولات كاني غيرفلزي	تابلو اصلي	SHMD1	Hamadan Glass	كهمدا	شيشه‌ همدان‌
IRR1SHMD0101	N1	ساير محصولات كاني غيرفلزي	تابلو اصلي	SHMX1	Hamadan Glass-R	كهمداح	ح . شيشه‌ همدان‌
IRO1VARZ0001	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	VARZ1	Varziran	كورز	ورزيران‌
IRR1VARZ0101	N2	ساير محصولات كاني غيرفلزي	فهرست اوليه	VARX1	Varziran-R	كورزح	ح . ورزيران‌
IRO1KVIR0001	N2	فلزات اساسي	فهرست اوليه	KVIR1	Sepid Farab Kavir	كوير	توليدي فولاد سپيد فراب كوير
IRR1KVIR0101	N2	فلزات اساسي	فهرست اوليه	KVIX1	SepidFarab Kavir-R	كويرح	ح. توليدي فولاد سپيد فراب كوير
IRO1KYAN0001	N2	سرمايه گذاريها	فهرست اوليه	KYAN1	Kian Capital Mng.	كيانا	گروه مالي كيان
IRO1KTEK0001	N2	محصولات شيميايي	فهرست اوليه	KTEK1	Arian Chimia Tech	كيمياتك	آريان كيميا تك
IRO1ASAL0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	ASAL1	Absal	لابسا	آبسال‌
IRR1ASAL0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	ASAX1	Absal-R	لابساح	ح . آبسال‌
IRO1AZMA0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	AZMA1	Azmayesh	لازما	آزمايش‌
IRR1AZMA0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	AZMX1	Azmayesh-R	لازماح	ح . آزمايش‌
IRO1TBHM0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	TBHM1	Bahman Mfg.	لبهمن	توليدي‌ بهمن‌
IRR1TBHM0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	TBHX1	Bahman Mfg.-R	لبهمنح	ح . توليدي‌ بهمن‌
IRO1BOTA0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	BOTA1	Butane Group	لبوتان	گروه‌صنعتي‌بوتان‌
IRR1BOTA0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	BOTX1	Butane Group-R	لبوتانح	ح . گروه‌صنعتي‌بوتان‌
IRO1PELC0001	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	PELC1	Pars Electric	لپارس	پارس‌ الكتريك‌
IRR1PELC0101	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	PELX1	Pars Electric-R	لپارسح	ح . پارس‌ الكتريك‌
IRO1IRPO0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	IRPO1	Iran Pouya	لپويا	ايران‌ پويا
IRR1IRPO0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	IRPX1	Iran Pouya-R	لپوياح	ح . ايران‌ پويا
IRO1PYAM0001	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	PYAM1	Payam Ind.	لپيام	كارخانجات‌ صنعتي‌ پيام‌
IRR1PYAM0101	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	PYAX1	Payam Ind.-R	لپيامح	ح . كارخانجات‌ صنعتي‌ پيام‌
IRO1JJNM0001	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	JJNM1	Jame Jahan Nema	لجام	توليدي‌ جام‌ جهان‌ نما
IRR1JJNM0101	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	JJNX1	Jame Jahan Nema-R	لجامح	ح . توليدي‌ جام‌ جهان‌ نما
IRO1LKPS0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	LKPS1	Pars Alliance	لخانه	لوازم‌ خانگي‌ پارس‌
IRR1LKPS0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	LKPX1	Pars Alliance-R	لخانهح	ح . لوازم‌ خانگي‌ پارس‌
IRO1KHAZ0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	KHAZ1	Pars Khazar	لخزر	پارس‌ خزر
IRR1KHAZ0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	KHAX1	Pars Khazar-R	لخزرح	ح . پارس‌ خزر
IRO1SRMA0001	N2	ماشين آلات و تجهيزات	فهرست اوليه	SRMA1	Sarma Afarin	لسرما	سرما آفرين‌
IRR1SRMA0101	N2	ماشين آلات و تجهيزات	فهرست اوليه	SRMX1	Sarma Afarin-R	لسرماح	ح . سرما آفرين‌
IRO1KMOA0001	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	KMOA1	Iran Tele Fact.	لكما	كارخانجات‌مخابراتي‌ايران‌
IRR1KMOA0101	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	KMOX1	Iran Tele Fact.-R	لكماح	ح . كارخانجات‌مخابراتي‌ايران‌
IRO1SMRI0001	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	SMRI1	Iran Tele.	لمخابر	صنايع‌مخابراتي‌راه‌دورايران‌
IRR1SMRI0101	N2	ساخت دستگاه‌ها و وسايل ارتباطي	فهرست اوليه	SMRX1	Iran Tele.-R	لمخابرح	ح . ‌مخابراتي‌راه‌دورايران‌
IRO1LTOS0001	N2	فعاليتهاي كمكي به نهادهاي مالي واسط	فهرست اوليه	LTOS1	Lotos Investment	لوتوس	تامين سرمايه لوتوس پارسيان
IRR1LTOS0101	N2	فعاليتهاي كمكي به نهادهاي مالي واسط	فهرست اوليه	LTOX1	Lotos Investment-R	لوتوسح	ح . تامين سرمايه لوتوس پارسيان
IRO1BVMA0001	N1	بيمه وصندوق بازنشستگي به جزتامين اجتماعي	تابلو فرعي	BVMA1	Bime Ma Co.	ما	بيمه ما
IRR1BVMA0101	N1	بيمه وصندوق بازنشستگي به جزتامين اجتماعي	تابلو فرعي	BVMX1	Bime Ma Co-R	ماح	ح . بيمه ما
IRO1MOBN0001	N2	عرضه برق، گاز، بخاروآب گرم	فهرست اوليه	MOBN1	Mobin Petr.	مبين	مبين انرژي خليج فارس
IRO1MDAR0001	N2	سرمايه گذاريها	فهرست اوليه	MDAR1	Madar Invest.	مدار	س. مديريت سرمايه مدار
IRO1DADE0001	N2	رايانه و فعاليت‌هاي وابسته به آن	فهرست اوليه	DADE1	DPI	مداران	داده‌پردازي‌ايران‌
IRR1DADE0101	N2	رايانه و فعاليت‌هاي وابسته به آن	فهرست اوليه	DADX1	DPI-R	مدارانح	ح . داده‌پردازي‌ايران‌
IRO1IAGM0001	N2	رايانه و فعاليت‌هاي وابسته به آن	فهرست اوليه	IAGM1	Iran Argham	مرقام	ايران‌ارقام‌
IRR1IAGM0101	N2	رايانه و فعاليت‌هاي وابسته به آن	فهرست اوليه	IAGX1	Iran Argham-R	مرقامح	ح . ايران‌ارقام‌
IRO1BMEL0001	N1	بيمه وصندوق بازنشستگي به جزتامين اجتماعي	تابلو اصلي	BMEL1	Mellat Insur.	ملت	بيمه ملت
IRR1BMEL0101	N1	بيمه وصندوق بازنشستگي به جزتامين اجتماعي	تابلو اصلي	BMEX1	Mellat Insur-R	ملتح	ح. بيمه ملت
